0.55555,0.983268782,0.940222031,0.923011226,0.969848642,0.993635043,1.146805394,1.176232979,0.907796796,1.109700905,1.088696571,0.969758253,0.943480571,1.003817145,1.089788293,1.082709771,1.11191868,1.064449253,1.058002862,1.15744864,1.007212879,1.048543405,1.014739491,1.026316258,0.968644944,1.056828855
0.55555,0.989252693,1.025589333,1.007387338,0.95613932,1.005334774,0.992728869,1.050766914,1.039054206,1.139464645,1.133757373,1.080332976,0.961342325,1.124303973,1.088010604,1.087311073,1.078255797,1.015753296,1.008804977,1.022290069,0.98986855,1.0178134,1.154660123,1.031659455,0.99007786,0.966481777
0.55555,0.95786548,0.955840199,1.021323316,1.051901613,1.112450311,1.042376566,1.049796468,0.991273185,1.112589852,1.072156504,1.0439174,1.124351814,1.001094031,1.123721417,1.0385462,1.125481085,1.052029972,1.105765611,1.00329446,1.095960119,1.079548113,1.168868645,1.02162204,1.034590561,1.024862561
0.55555,0.988489043,1.087016719,0.951776789,0.94887704,1.077621714,1.038417229,1.000585878,1.002593136,1.024079088,0.969011412,1.005920513,0.979874802,0.992191342,0.971969997,1.011656101,1.05717105,1.161507821,1.126856899,1.037380218,0.983588886,1.080767927,1.189515673,1.11518246,1.085512127,1.07835374
0.55555,1.09430379,1.045714445,1.02747517,1.067197042,1.16311438,0.994631011,1.027121456,1.165561968,1.178573891,1.128036454,1.049507264,1.008628865,1.09906886,1.165242166,1.054991265,1.243296021,1.0639919,1.19505034,1.052188804,1.051479361,1.149216844,1.046304026,1.113494287,0.985085663,0.98944784
0.55555,1.047644057,1.064408065,0.99610187,1.125639512,0.911823811,0.986606405,1.056546763,1.046763696,1.05636026,0.953092831,0.965986309,0.932903446,0.990026908,1.043733868,0.925001171,1.018416761,1.009662287,0.991818691,1.045469879,0.960756364,0.9854367,1.112982855,1.046435272,1.065377502,0.979004808
0.55555,1.014596801,0.983709543,1.081466839,0.945505314,1.117247811,1.172989462,1.062654791,1.0300269,0.967240267,1.014812041,0.96584557,0.905218632,0.922066182,1.10200505,0.998070552,0.954803608,1.007397494,0.973414522,0.908109009,0.964463054,1.063011867,0.938843081,1.099046495,1.024001128,1.057019366
0.55555,1.126788688,1.163524352,1.040279616,0.920467412,1.009522338,1.021101885,1.174804333,1.139394436,0.962902312,1.089775972,1.061059037,1.137123133,1.003621063,0.931032249,1.068656039,1.147990723,1.036026387,1.12368031,1.133810684,0.936934878,0.940545832,1.051375951,1.017532937,0.971660617,0.972703452
0.55555,1.104911638,1.158047165,1.024737637,0.932889704,0.951886403,1.097467897,0.976226892,1.087575497,1.004231018,1.139043942,1.082389229,0.977580709,1.049917562,1.00066632,1.102762402,1.11945505,1.097207119,1.174091772,1.075947964,0.94506799,0.95937069,1.008598031,1.114299281,1.042708064,1.07076689
0.55555,1.04602774,1.143108291,1.073941246,0.977079469,0.972985778,0.962546413,1.065448941,0.966900488,1.038840176,1.016971482,1.126337905,1.044766901,1.059932056,0.941457762,1.123134488,1.08688197,0.968442629,0.928496673,1.014923263,1.131476847,0.963631062,1.110767859,1.090444307,0.955347904,1.0738943
0.55555,0.999201997,1.084847014,0.993109756,0.979676453,1.052388057,1.07533326,1.044113636,0.984636553,0.996636936,0.954347309,1.083175598,1.072376822,0.925124572,0.990923612,1.043847233,1.001377218,0.978652956,1.001348245,1.047663441,0.942195868,0.980130259,1.062158686,1.095235537,0.993499115,1.02409846
0.55555,1.070314826,1.179100585,1.017592118,0.930659355,0.967069634,1.001104006,1.123621566,0.937747736,0.966248791,0.937795712,1.172690223,1.068549464,0.984990416,1.039738801,1.024586482,1.058960683,1.091236379,0.935947323,1.076316236,0.93215636,1.109201867,1.182433128,1.014669599,1.012730201,1.034908863
0.55555,1.021766513,1.047505959,1.034520703,0.971709638,1.031187305,0.997847446,1.082223122,1.07966141,1.002183117,0.970318102,1.025418259,0.98579415,1.032219284,0.982596845,0.993695019,1.060458271,1.069262324,1.002831875,1.040600119,1.043033172,1.050392884,0.985935113,0.979833178,1.090041165,1.035396874
