3,0.214861188
6,0.577056496
9,0.783156707
12,0.914198258
15,1.008751458
18,1.081817582
21,1.141500265
24,1.191865031
27,1.235289036
30,1.273507079
33,1.30761745
36,1.338377544
39,1.366407893
42,1.392148645
45,1.415930028
48,1.438039149
51,1.458693996
54,1.478066528
57,1.49631216
60,1.51355396
63,1.529892638
66,1.545421078
69,1.560216121
72,1.5743404218410433
